Unique Key,Created Date,Agency,Agency Name,Complaint Type,Descriptor,Incident Zip,Incident Address,City,Borough,Latitude,Longitude
43695754,9/2/19 0:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207,29 MOFFAT STREET,BROOKLYN,BROOKLYN,40.68384667,-73.91004801
43694735,9/2/19 0:05,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11225,1154 NOSTRAND AVENUE,BROOKLYN,BROOKLYN,40.65925602,-73.95048843
43700653,9/2/19 0:05,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,93 BLEECKER STREET,BROOKLYN,BROOKLYN,40.69485335,-73.9215008
43694837,9/2/19 0:06,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11417,105-23 90 STREET,OZONE PARK,QUEENS,40.6797255,-73.84863989
43700685,9/2/19 0:06,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10453,1850 PHELAN PLACE,BRONX,BRONX,40.85322394,-73.91644842
43698866,9/2/19 0:06,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11428,93-39 210 PLACE,QUEENS VILLAGE,QUEENS,40.71723619,-73.75111898
43698625,9/2/19 0:06,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10465,2680 SCHURZ AVENUE,BRONX,BRONX,40.81324293,-73.8228566
43699644,9/2/19 0:06,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11417,107-20 107 AVENUE,OZONE PARK,QUEENS,40.68148582,-73.83341005
43693758,9/2/19 0:06,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,10039,319 WEST  145 STREET,NEW YORK,MANHATTAN,40.82332554,-73.94305698
43700349,9/2/19 0:06,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10472,1261 BRONX RIVER AVENUE,BRONX,BRONX,40.83025111,-73.88229704
43696863,9/2/19 0:06,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11237,265 STOCKHOLM STREET,BROOKLYN,BROOKLYN,40.70178324,-73.92055494
43694793,9/2/19 0:07,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10034,5009 BROADWAY,NEW YORK,MANHATTAN,40.86919848,-73.91698878
43696906,9/2/19 0:07,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,347 LINCOLN ROAD,BROOKLYN,BROOKLYN,40.66152912,-73.95148875
43695922,9/2/19 0:07,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10303,6 DUBLIN PLACE,STATEN ISLAND,STATEN ISLAND,40.62825887,-74.16084427
43694883,9/2/19 0:07,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11237,265 STOCKHOLM STREET,BROOKLYN,BROOKLYN,40.70178324,-73.92055494
43700557,9/2/19 0:08,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11212,2331 STRAUSS STREET,BROOKLYN,BROOKLYN,40.65685974,-73.91327405
43699508,9/2/19 0:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11365,69-45 185 STREET,FRESH MEADOWS,QUEENS,40.73417116,-73.78653989
43698507,9/2/19 0:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11203,798 ALBANY AVENUE,BROOKLYN,BROOKLYN,40.65437597,-73.93938816
43694023,9/2/19 0:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11210,4316 AVENUE J,BROOKLYN,BROOKLYN,40.62775977,-73.93436156
43700842,9/2/19 0:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,930 JEFFERSON AVENUE,BROOKLYN,BROOKLYN,40.68670868,-73.92014382
43699599,9/2/19 0:09,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,347 LINCOLN ROAD,BROOKLYN,BROOKLYN,40.66152912,-73.95148875
43695380,9/2/19 0:09,DOT,Department of Transportation,Street Light Condition,Street Light Out,11354,,Flushing,QUEENS,40.76051227,-73.82913339
43695015,9/2/19 0:09,NYPD,New York City Police Department,Blocked Driveway,No Access,11421,87-37 78 STREET,WOODHAVEN,QUEENS,40.69032516,-73.86347588
43695296,9/2/19 0:09,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11226,426 EAST   22 STREET,BROOKLYN,BROOKLYN,40.64119809,-73.95733003
43700533,9/2/19 0:09,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,NEW YORK AVENUE,,BROOKLYN,40.6714882,-73.94756297
43700290,9/2/19 0:09,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11211,898 METROPOLITAN AVENUE,BROOKLYN,BROOKLYN,40.71461272,-73.93935142
43696850,9/2/19 0:09,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11203,126 EAST   53 STREET,BROOKLYN,BROOKLYN,40.65728166,-73.9280541
43695086,9/2/19 0:09,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,101-24 123 STREET,SOUTH RICHMOND HILL,QUEENS,40.69050839,-73.82272112
43694888,9/2/19 0:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10466,745 NEREID AVENUE,BRONX,BRONX,40.89802003,-73.85315262
43696597,9/2/19 0:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10003,2 AVENUE,,MANHATTAN,40.72918619,-73.98724922
43699659,9/2/19 0:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,295 CLIFTON PLACE,BROOKLYN,BROOKLYN,40.68906765,-73.95196633
43696866,9/2/19 0:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11208,17 SHEPHERD AVENUE,BROOKLYN,BROOKLYN,40.68440412,-73.88288619
43697709,9/2/19 0:10,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11213,BROOKLYN AVENUE,,BROOKLYN,40.67311997,-73.94462722
43700626,9/2/19 0:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11418,93-03 114 STREET,RICHMOND HILL,QUEENS,40.69353403,-73.83248202
43699664,9/2/19 0:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11434,122 AVENUE,,QUEENS,40.67701494,-73.78852905
43700795,9/2/19 0:11,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11234,1373 EAST   66 STREET,BROOKLYN,BROOKLYN,40.6212968,-73.91496646
43697517,9/2/19 0:11,NYPD,New York City Police Department,Noise - Park,Loud Talking,11101,52-10 CENTER BOULEVARD,LONG ISLAND CITY,QUEENS,40.74202545,-73.96014522
43696209,9/2/19 0:11,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11201,170 TILLARY STREET,BROOKLYN,BROOKLYN,40.6959878,-73.98335001
43699734,9/2/19 0:11,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10468,WEST  205 STREET,,BRONX,40.87697601,-73.88965978
43700530,9/2/19 0:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11238,480 ST JOHNS PLACE,BROOKLYN,BROOKLYN,40.67339878,-73.96208247
43698710,9/2/19 0:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468,2875 SEDGWICK AVENUE,BRONX,BRONX,40.87449179,-73.90149519
43698736,9/2/19 0:12,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11237,263 STOCKHOLM STREET,BROOKLYN,BROOKLYN,40.70174758,-73.92059105
43697708,9/2/19 0:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,276 HAWTHORNE STREET,BROOKLYN,BROOKLYN,40.65776598,-73.95137255
43699566,9/2/19 0:13,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10466,4360 BAYCHESTER AVENUE,BRONX,BRONX,40.89817219,-73.84565742
43696093,9/2/19 0:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11429,99 AVENUE,,QUEENS,40.71328165,-73.75270648
43695735,9/2/19 0:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11206,147 PULASKI STREET,BROOKLYN,BROOKLYN,40.69286056,-73.94502192
43700752,9/2/19 0:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10003,152 SECOND AVENUE,NEW YORK,MANHATTAN,40.72947711,-73.98701825
43699545,9/2/19 0:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11215,870 PRESIDENT STREET,BROOKLYN,BROOKLYN,40.67316883,-73.97421703
43699690,9/2/19 0:13,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,11233,459 CHAUNCEY STREET,BROOKLYN,BROOKLYN,40.68195181,-73.91603206
43697910,9/2/19 0:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,93 BLEECKER STREET,BROOKLYN,BROOKLYN,40.69485335,-73.9215008
43694901,9/2/19 0:13,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468,2897 SEDGWICK AVENUE,BRONX,BRONX,40.87499385,-73.9012341
43697589,9/2/19 0:13,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10023,115 CENTRAL PARK WEST,NEW YORK,MANHATTAN,40.77587807,-73.97621723
43696618,9/2/19 0:13,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468,40 WEST  205 STREET,BRONX,BRONX,40.87713007,-73.8900356
43694094,9/2/19 0:13,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2964 BRIGGS AVENUE,BRONX,BRONX,40.87119997,-73.88560889
43695764,9/2/19 0:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11237,262 STOCKHOLM STREET,BROOKLYN,BROOKLYN,40.70170367,-73.92060553
43699517,9/2/19 0:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468,2875 SEDGWICK AVENUE,BRONX,BRONX,40.87449179,-73.90149519
43699427,9/2/19 0:14,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11211,BEDFORD AVENUE,,BROOKLYN,40.71121388,-73.96337753
43693930,9/2/19 0:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2966 BRIGGS AVENUE,BRONX,BRONX,40.8712356,-73.88555821
43696780,9/2/19 0:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10458,2973 BRIGGS AVENUE,BRONX,BRONX,40.87135074,-73.88542061
43694880,9/2/19 0:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,420 ROGERS AVENUE,BROOKLYN,BROOKLYN,40.66248523,-73.95374443
43696783,9/2/19 0:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,304 HANCOCK STREET,BROOKLYN,BROOKLYN,40.68328056,-73.94346501
43699407,9/2/19 0:14,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10303,6 DUBLIN PLACE,STATEN ISLAND,STATEN ISLAND,40.62825887,-74.16084427
43699472,9/2/19 0:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034,3815 9 AVENUE,NEW YORK,MANHATTAN,40.86193972,-73.91833547
43694734,9/2/19 0:15,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10453,1730 GRAND AVENUE,BRONX,BRONX,40.84910752,-73.9135945
43700457,9/2/19 0:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10032,600 WEST  165 STREET,NEW YORK,MANHATTAN,40.83936488,-73.94151452
43699484,9/2/19 0:15,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11217,62 5 AVENUE,BROOKLYN,BROOKLYN,40.68114853,-73.97726414
43695750,9/2/19 0:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10003,152 2 AVENUE,NEW YORK,MANHATTAN,40.72947711,-73.98701825
43698716,9/2/19 0:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10451,3207 PARK AVENUE,BRONX,BRONX,40.82506052,-73.91652715
43696792,9/2/19 0:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11434,122 AVENUE,,QUEENS,40.67701494,-73.78852905
43693909,9/2/19 0:15,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11212,547 AMBOY STREET,BROOKLYN,BROOKLYN,40.6566167,-73.91130292
43700523,9/2/19 0:15,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11236,926 EAST   92 STREET,BROOKLYN,BROOKLYN,40.64590573,-73.91024331
43695777,9/2/19 0:16,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034,3815 9 AVENUE,NEW YORK,MANHATTAN,40.86193972,-73.91833547
43694038,9/2/19 0:16,NYPD,New York City Police Department,Noise - Residential,Loud Television,11206,544 MARCY AVENUE,BROOKLYN,BROOKLYN,40.6961755,-73.94937913
43698822,9/2/19 0:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11236,724 EAST  100 STREET,BROOKLYN,BROOKLYN,40.64624271,-73.8995259
43694943,9/2/19 0:16,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11217,405 BERGEN STREET,BROOKLYN,BROOKLYN,40.68181288,-73.97783719
43699469,9/2/19 0:16,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,10003,9 EAST FIRST STREET,NEW YORK,MANHATTAN,40.72464952,-73.99173456
43694719,9/2/19 0:17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10040,78 ELLWOOD STREET,NEW YORK,MANHATTAN,40.8612332,-73.92907348
43695683,9/2/19 0:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10460,865 EAST  172 STREET,BRONX,BRONX,40.83488515,-73.89168102
43698585,9/2/19 0:17,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11105,20-30 STEINWAY STREET,ASTORIA,QUEENS,40.77578986,-73.90248607
43694122,9/2/19 0:17,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11236,1477 EAST   80 STREET,BROOKLYN,BROOKLYN,40.62762816,-73.900224
43697588,9/2/19 0:17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11226,CLARKSON AVENUE,,BROOKLYN,40.65542412,-73.95006599
43699677,9/2/19 0:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11355,56-33 135 STREET,FLUSHING,QUEENS,40.74812343,-73.82978593
43696638,9/2/19 0:17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10452,151 EAST  171 STREET,BRONX,BRONX,40.84023707,-73.91418788
43697120,9/2/19 0:17,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11223,1789 STILLWELL AVENUE,BROOKLYN,BROOKLYN,40.60286321,-73.98641625
43696750,9/2/19 0:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10040,68 THAYER STREET,NEW YORK,MANHATTAN,40.86380937,-73.92730283
43695767,9/2/19 0:17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10033,73 CABRINI BOULEVARD,NEW YORK,MANHATTAN,40.8506698,-73.94048526
43699525,9/2/19 0:17,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10458,2302 BEAUMONT AVENUE,BRONX,BRONX,40.8521708,-73.88544642
43698685,9/2/19 0:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10466,649 EAST  229 STREET,BRONX,BRONX,40.89125017,-73.86082441
43694031,9/2/19 0:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11234,1224 EAST   53 STREET,BROOKLYN,BROOKLYN,40.62930489,-73.92506885
43694078,9/2/19 0:18,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10040,40 THAYER STREET,NEW YORK,MANHATTAN,40.86256277,-73.92650883
43695950,9/2/19 0:18,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034,3795 9 AVENUE,NEW YORK,MANHATTAN,40.86123195,-73.9188497
43697491,9/2/19 0:18,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,11430,JFK,JAMAICA,QUEENS,40.64832049,-73.78828125
43694688,9/2/19 0:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10459,EAST  167 STREET,,BRONX,40.82605772,-73.89720927
43695666,9/2/19 0:18,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,11231,DOUGLAS STREET,,BROOKLYN,40.68269294,-73.99042375
43694010,9/2/19 0:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10033,431 AUDUBON AVENUE,NEW YORK,MANHATTAN,40.85215418,-73.92982417
43696232,9/2/19 0:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10026,365 WEST  118 STREET,NEW YORK,MANHATTAN,40.80654738,-73.95636071
43700374,9/2/19 0:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10040,2 ELLWOOD STREET,NEW YORK,MANHATTAN,40.85908872,-73.92768757
43693927,9/2/19 0:19,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468,3034 GOULDEN AVENUE,BRONX,BRONX,40.87785404,-73.89227638
43695915,9/2/19 0:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11211,244 GRAND STREET,BROOKLYN,BROOKLYN,40.71357016,-73.95902597
43700379,9/2/19 0:19,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034,3815 9 AVENUE,NEW YORK,MANHATTAN,40.86193972,-73.91833547
43696865,9/2/19 0:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207,815 ASHFORD STREET,BROOKLYN,BROOKLYN,40.66225676,-73.88046326
43697722,9/2/19 0:19,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10024,120 WEST   91 STREET,NEW YORK,MANHATTAN,40.79013851,-73.9709757
43695593,9/2/19 0:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11418,115-05 84 AVENUE,RICHMOND HILL,QUEENS,40.70342334,-73.83622251
43696913,9/2/19 0:19,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11236,1350 EAST   99 STREET,BROOKLYN,BROOKLYN,40.63732247,-73.89084153
43700708,9/2/19 0:19,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11366,78-04 160 STREET,FRESH MEADOWS,QUEENS,40.72236784,-73.80788821
43700749,9/2/19 0:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10304,260 PARKHILL AVENUE,STATEN ISLAND,STATEN ISLAND,40.61267683,-74.08307762
43697547,9/2/19 0:20,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11365,65-18 173 STREET,FRESH MEADOWS,QUEENS,40.73616275,-73.79654687
43699738,9/2/19 0:20,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10009,298 EAST    3 STREET,NEW YORK,MANHATTAN,40.72134885,-73.97985151
43697706,9/2/19 0:20,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11432,84-42 HOMELAWN STREET,JAMAICA,QUEENS,40.71611867,-73.79245602
43698885,9/2/19 0:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11427,88-20 215 PLACE,QUEENS VILLAGE,QUEENS,40.72673618,-73.74874558
43697878,9/2/19 0:20,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10459,993 INTERVALE AVENUE,BRONX,BRONX,40.82293394,-73.89688169
43694715,9/2/19 0:20,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,594 LINCOLN PLACE,BROOKLYN,BROOKLYN,40.67137406,-73.956925
43694944,9/2/19 0:20,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10040,87 ELLWOOD STREET,NEW YORK,MANHATTAN,40.861354,-73.92912757
43700614,9/2/19 0:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11235,2815 BRAGG STREET,BROOKLYN,BROOKLYN,40.58506376,-73.93315064
43695660,9/2/19 0:20,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10040,75 ELLWOOD STREET,NEW YORK,MANHATTAN,40.86110687,-73.92896877
43694942,9/2/19 0:20,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10012,510 LAGUARDIA PLACE,NEW YORK,MANHATTAN,40.72771022,-73.99926759
43700707,9/2/19 0:21,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11366,78-04 160 STREET,FRESH MEADOWS,QUEENS,40.72236784,-73.80788821
43694243,9/2/19 0:21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10306,2360 RICHMOND ROAD,STATEN ISLAND,STATEN ISLAND,40.57706257,-74.11810633
