Unique Key,Created Date,Agency,Agency Name,Complaint Type,Descriptor,Incident Zip,Incident Address,City,Borough,Latitude,Longitude
43704349,9/2/19 4:34,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",10128,518 EAST   88 STREET,NEW YORK,MANHATTAN,40.77692984,-73.94547966
43703482,9/2/19 4:34,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,10013,,NEW YORK,MANHATTAN,40.72220101,-74.0105596
43704617,9/2/19 4:34,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,EAST   95 STREET,,BROOKLYN,40.66329379,-73.92542356
43704711,9/2/19 4:35,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10460,788 EAST  182 STREET,BRONX,BRONX,40.84888681,-73.88412555
43706984,9/2/19 4:35,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,NOSTRAND AVENUE,,BROOKLYN,40.67163765,-73.95033504
43705832,9/2/19 4:36,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11432,82-16 164 STREET,JAMAICA,QUEENS,40.71871595,-73.80382951
43705208,9/2/19 4:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,ROGERS AVENUE,,BROOKLYN,40.6753551,-73.95276933
43704243,9/2/19 4:36,DOB,Department of Buildings,Emergency Response Team (ERT),Lights From Parking Lot Shining On Building,11211,385 UNION AVENUE,BROOKLYN,BROOKLYN,40.71200813,-73.95130052
43706270,9/2/19 4:38,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11102,3-04 27 AVENUE,ASTORIA,QUEENS,40.77496697,-73.93421647
43704288,9/2/19 4:38,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11432,82-16 164 STREET,JAMAICA,QUEENS,40.71871595,-73.80382951
43705781,9/2/19 4:38,NYPD,New York City Police Department,Blocked Driveway,No Access,10472,1034 LELAND AVENUE,BRONX,BRONX,40.82699853,-73.86237884
43702351,9/2/19 4:38,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11208,444 SHEPHERD AVENUE,BROOKLYN,BROOKLYN,40.67358469,-73.88068089
43704287,9/2/19 4:39,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11432,82-16 164 STREET,JAMAICA,QUEENS,40.71871595,-73.80382951
43703860,9/2/19 4:40,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11436,146 STREET,,QUEENS,40.68002602,-73.7946162
43705011,9/2/19 4:41,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,144-18 106 AVENUE,JAMAICA,QUEENS,40.69163314,-73.80698872
43703603,9/2/19 4:41,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11203,EAST   35 STREET,,BROOKLYN,40.64028366,-73.94361674
43706236,9/2/19 4:43,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,10019,405 WEST   51 STREET,NEW YORK,MANHATTAN,40.76433288,-73.98899692
43702072,9/2/19 4:45,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,553 JEFFERSON AVENUE,BROOKLYN,BROOKLYN,40.68488246,-73.93621632
43701165,9/2/19 4:45,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,11414,156-45 84 STREET,Howard Beach,QUEENS,40.66187147,-73.84922466
43701613,9/2/19 4:46,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11233,RALPH AVENUE,,BROOKLYN,40.6701181,-73.92246717
43706882,9/2/19 4:47,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10306,5 BISHOP STREET,STATEN ISLAND,STATEN ISLAND,40.57128812,-74.12274668
43706617,9/2/19 4:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11205,562 LAFAYETTE AVENUE,BROOKLYN,BROOKLYN,40.68971024,-73.9527231
43704702,9/2/19 4:52,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,PUTNAM AVENUE,,BROOKLYN,40.68569456,-73.93558816
43701867,9/2/19 4:52,NYPD,New York City Police Department,Blocked Driveway,No Access,11203,227 EAST   39 STREET,BROOKLYN,BROOKLYN,40.65189279,-73.94101936
43703850,9/2/19 4:53,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10033,247 AUDUBON AVENUE,NEW YORK,MANHATTAN,40.84637632,-73.93404826
43701529,9/2/19 4:53,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10472,1213 BEACH AVENUE,BRONX,BRONX,40.83050237,-73.86605378
43701562,9/2/19 4:53,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11203,CLARENDON ROAD,,BROOKLYN,40.64431193,-73.9315382
43705725,9/2/19 4:53,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,10457,2250 GRAND CONCOURSE,BRONX,BRONX,40.85659819,-73.90043359
43702267,9/2/19 4:54,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,BERGEN STREET,,BROOKLYN,40.67609498,-73.94991352
43706539,9/2/19 4:55,NYPD,New York City Police Department,Noise - Residential,Loud Television,10010,202 EAST   21 STREET,NEW YORK,MANHATTAN,40.73738433,-73.98371856
43702309,9/2/19 4:55,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10036,335 WEST   43 STREET,NEW YORK,MANHATTAN,40.75838515,-73.99040926
43703392,9/2/19 4:55,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,55-10 VAN DOREN STREET,CORONA,QUEENS,40.74083816,-73.85538639
43703357,9/2/19 4:56,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10457,2250 GRAND CONCOURSE,BRONX,BRONX,40.85659819,-73.90043359
43706085,9/2/19 4:56,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11233,177 HULL STREET,BROOKLYN,BROOKLYN,40.67967166,-73.90978685
43701582,9/2/19 4:57,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10002,89 CLINTON STREET,NEW YORK,MANHATTAN,40.71862962,-73.98531403
43703880,9/2/19 4:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,320 STERLING STREET,BROOKLYN,BROOKLYN,40.6631617,-73.95017554
43701631,9/2/19 4:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10033,601 WEST  176 STREET,NEW YORK,MANHATTAN,40.84619093,-73.93626044
43707102,9/2/19 4:59,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10457,2250 GRAND CONCOURSE,BRONX,BRONX,40.85659819,-73.90043359
43705225,9/2/19 5:01,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10024,462 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,40.78528714,-73.97678081
43702834,9/2/19 5:01,NYPD,New York City Police Department,Blocked Driveway,No Access,11226,353 MARTENSE STREET,BROOKLYN,BROOKLYN,40.65183271,-73.94728651
43705434,9/2/19 5:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11434,150-24 123 AVENUE,JAMAICA,QUEENS,40.67605725,-73.79015802
43706336,9/2/19 5:02,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10457,217 MT HOPE PLACE,BRONX,BRONX,40.8482198,-73.90510521
43706592,9/2/19 5:02,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,1015 WINTHROP STREET,BROOKLYN,BROOKLYN,40.66018427,-73.92591001
43705029,9/2/19 5:02,NYPD,New York City Police Department,Blocked Driveway,No Access,11203,416 EAST   54 STREET,BROOKLYN,BROOKLYN,40.64874693,-73.92616416
43703069,9/2/19 5:04,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,FENIMORE STREET,,BROOKLYN,40.65851336,-73.95330747
43706424,9/2/19 5:05,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10457,1756 TOPPING AVENUE,BRONX,BRONX,40.84562926,-73.90567275
43701608,9/2/19 5:06,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10032,AMSTERDAM AVENUE,,MANHATTAN,40.83348848,-73.94157751
43702030,9/2/19 5:06,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10014,351 WEST   14 STREET,NEW YORK,MANHATTAN,40.74041287,-74.00406333
43705421,9/2/19 5:07,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11205,568 LAFAYETTE AVENUE,BROOKLYN,BROOKLYN,40.68973213,-73.9525464
43705317,9/2/19 5:07,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11692,454 BEACH   65 STREET,ARVERNE,QUEENS,40.59408592,-73.79428281
43706296,9/2/19 5:07,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11208,DREW STREET,,Unspecified,,
43705070,9/2/19 5:07,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11435,109-23 PINEGROVE STREET,JAMAICA,QUEENS,40.68862012,-73.80257307
43703096,9/2/19 5:07,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10040,500 WEST  190 STREET,NEW YORK,MANHATTAN,40.85379927,-73.92702459
43705923,9/2/19 5:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11213,BERGEN STREET,,Unspecified,,
43705607,9/2/19 5:09,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10040,2608 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,40.8534205,-73.92702862
43705000,9/2/19 5:10,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,55-10 VAN DOREN STREET,CORONA,QUEENS,40.74083816,-73.85538639
43704642,9/2/19 5:10,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10467,3525 DECATUR AVENUE,BRONX,BRONX,40.87922802,-73.87235264
43701865,9/2/19 5:10,NYPD,New York City Police Department,Blocked Driveway,No Access,10452,1125 GRAND CONCOURSE,BRONX,BRONX,40.832627,-73.91939773
43703328,9/2/19 5:11,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10457,1756 TOPPING AVENUE,BRONX,BRONX,40.84562926,-73.90567275
43701496,9/2/19 5:11,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11208,DREW STREET,,BROOKLYN,40.6711311,-73.86131258
43702294,9/2/19 5:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10040,2600 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,40.85320925,-73.92718067
43702004,9/2/19 5:12,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10040,AMSTERDAM AVENUE,,MANHATTAN,40.85311597,-73.92723861
43705491,9/2/19 5:12,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,6 CORNELIA STREET,BROOKLYN,BROOKLYN,40.68764314,-73.91800447
43703681,9/2/19 5:13,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Non Passenger,10036,1535 BROADWAY,NEW YORK,MANHATTAN,40.75826661,-73.98546772
43706239,9/2/19 5:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,104-58 115 STREET,SOUTH RICHMOND HILL,QUEENS,40.68534733,-73.82755562
43704793,9/2/19 5:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,NOSTRAND AVENUE,,BROOKLYN,40.66468267,-73.95100345
43705601,9/2/19 5:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11236,AVENUE L,,BROOKLYN,40.63632527,-73.89892832
43701335,9/2/19 5:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,SULLIVAN PLACE,,Unspecified,,
43702269,9/2/19 5:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11213,ALBANY AVENUE,,BROOKLYN,40.67459924,-73.93889392
43702068,9/2/19 5:16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11106,12 STREET,,QUEENS,40.76252992,-73.93804435
43704385,9/2/19 5:17,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,10036,1535 BROADWAY,NEW YORK,MANHATTAN,40.75826661,-73.98546772
43702368,9/2/19 5:18,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10457,EAST MOUNT EDEN AVENUE,,BRONX,40.84292335,-73.90955824
43706994,9/2/19 5:18,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11354,40-34 BOWNE STREET,FLUSHING,QUEENS,40.76009838,-73.82403754
43702928,9/2/19 5:19,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11213,234 TROY AVENUE,BROOKLYN,BROOKLYN,40.67157042,-73.93643453
43702149,9/2/19 5:21,DOT,Department of Transportation,Street Condition,Failed Street Repair,10453,EAST  181 STREET,,BRONX,40.85458755,-73.90186085
43705222,9/2/19 5:21,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11692,BEACH   65 STREET,,QUEENS,40.59505779,-73.79439864
43704998,9/2/19 5:21,NYPD,New York City Police Department,Blocked Driveway,No Access,11367,65 AVENUE,,QUEENS,40.73706798,-73.8123925
43701596,9/2/19 5:22,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11213,1458 ST JOHNS PLACE,BROOKLYN,BROOKLYN,40.670532,-73.93015946
43704817,9/2/19 5:22,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10460,788 EAST  182 STREET,BRONX,BRONX,40.84888681,-73.88412555
43705612,9/2/19 5:23,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,10457,1756 TOPPING AVENUE,BRONX,BRONX,40.84562926,-73.90567275
43703849,9/2/19 5:23,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11357,12-47 150 STREET,WHITESTONE,QUEENS,40.78964093,-73.8141114
43706951,9/2/19 5:23,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11213,1617 CARROLL STREET,BROOKLYN,BROOKLYN,40.66621055,-73.93279176
43701512,9/2/19 5:23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,969 CARROLL STREET,BROOKLYN,BROOKLYN,40.66785018,-73.95803392
43701513,9/2/19 5:25,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,509 SARATOGA AVENUE,BROOKLYN,BROOKLYN,40.66812443,-73.9171453
43701484,9/2/19 5:26,NYPD,New York City Police Department,Noise - Residential,Loud Television,10010,202 EAST   21 STREET,NEW YORK,MANHATTAN,40.73738433,-73.98371856
43703827,9/2/19 5:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11213,1342 BERGEN STREET,BROOKLYN,BROOKLYN,40.67555508,-73.94014762
43701564,9/2/19 5:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10472,1210 BEACH AVENUE,BRONX,BRONX,40.83045019,-73.86602137
43701601,9/2/19 5:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,279 NOSTRAND AVENUE,BROOKLYN,BROOKLYN,40.68922932,-73.95132437
43704067,9/2/19 5:29,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11419,104-58 115 STREET,South Richmond Hill,QUEENS,40.68534733,-73.82755562
43704227,9/2/19 5:30,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,MANHATTAN,,
43703814,9/2/19 5:30,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11212,547 AMBOY STREET,BROOKLYN,BROOKLYN,40.6566167,-73.91130292
43705432,9/2/19 5:31,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11211,402 HOOPER STREET,BROOKLYN,BROOKLYN,40.71019416,-73.95204849
43702328,9/2/19 5:31,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11211,402 HOOPER STREET,BROOKLYN,BROOKLYN,40.71019416,-73.95204849
43706241,9/2/19 5:31,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11238,411 LAFAYETTE AVENUE,BROOKLYN,BROOKLYN,40.68900997,-73.95895452
43707091,9/2/19 5:32,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10029,1265 PARK AVENUE,NEW YORK,MANHATTAN,40.78763162,-73.95175799
43707056,9/2/19 5:32,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11104,45-37 41 STREET,Sunnyside,QUEENS,40.74278371,-73.92351215
43703371,9/2/19 5:35,NYPD,New York City Police Department,Blocked Driveway,No Access,11212,395 EAST   93 STREET,BROOKLYN,BROOKLYN,40.65666183,-73.92047532
43701857,9/2/19 5:36,NYPD,New York City Police Department,Blocked Driveway,No Access,10473,95 HORIZON COURT,BRONX,BRONX,40.80680669,-73.85004504
43703082,9/2/19 5:37,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,28 MACDONOUGH STREET,BROOKLYN,BROOKLYN,40.680844,-73.94512196
43703310,9/2/19 5:38,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11104,45-37 41 STREET,Sunnyside,QUEENS,40.74278371,-73.92351215
43705570,9/2/19 5:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11226,2606 AVENUE D,BROOKLYN,BROOKLYN,40.64071024,-73.95218851
43701984,9/2/19 5:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10463,3142 KINGSBRIDGE TERRACE,BRONX,BRONX,40.87814857,-73.89929479
43701357,9/2/19 5:40,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10035,445 EAST  120 STREET,NEW YORK,MANHATTAN,40.79789784,-73.93184977
43702117,9/2/19 5:40,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11203,618 EAST NEW YORK AVENUE,BROOKLYN,BROOKLYN,40.66209567,-73.94205562
43703025,9/2/19 5:41,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11211,402 HOOPER STREET,BROOKLYN,BROOKLYN,40.71019416,-73.95204849
43704607,9/2/19 5:42,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11385,70-08 CENTRAL AVENUE,RIDGEWOOD,QUEENS,40.70443712,-73.88183031
43704143,9/2/19 5:42,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11205,275 PARK AVENUE,BROOKLYN,BROOKLYN,40.69601188,-73.9675619
43701452,9/2/19 5:42,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,70-42 65 PLACE,RIDGEWOOD,QUEENS,40.70332825,-73.89015639
43702225,9/2/19 5:43,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11368,33-31 100 STREET,CORONA,QUEENS,40.75651248,-73.86832135
43701630,9/2/19 5:44,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10460,EAST  182 STREET,,BRONX,40.84868335,-73.88377891
43706504,9/2/19 5:46,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,11216,,BROOKLYN,BROOKLYN,40.6840001,-73.95030059
43705514,9/2/19 5:47,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10457,EAST MOUNT EDEN AVENUE,,BRONX,40.84292335,-73.90955824
43701481,9/2/19 5:47,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10028,1577 YORK AVENUE,NEW YORK,MANHATTAN,40.77437304,-73.94827265
43702816,9/2/19 5:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10462,1867 WALLACE AVENUE,BRONX,BRONX,40.84744316,-73.86406425
43701998,9/2/19 5:49,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11224,3194 BAY VIEW AVENUE,BROOKLYN,BROOKLYN,40.5794838,-73.99821803
43703647,9/2/19 5:50,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,11201,145 ASHLAND PLACE,BROOKLYN,BROOKLYN,40.69112332,-73.97881491
43704700,9/2/19 5:51,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11206,131 MOORE STREET,BROOKLYN,BROOKLYN,40.70394989,-73.94045394
43701572,9/2/19 5:52,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,28 MACDONOUGH STREET,BROOKLYN,BROOKLYN,40.680844,-73.94512196
43703462,9/2/19 5:55,NYPD,New York City Police Department,Blocked Driveway,No Access,10472,1125 STRATFORD AVENUE,BRONX,BRONX,40.82752355,-73.87511849
43704764,9/2/19 5:56,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11216,28 MCDONOUGH STREET,BROOKLYN,BROOKLYN,40.680844,-73.94512196
43705386,9/2/19 6:00,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11357,145-37 24 AVENUE,WHITESTONE,QUEENS,40.77769067,-73.82303784
43704249,9/2/19 6:00,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11420,115 AVENUE,,QUEENS,40.6769993,-73.81964212
43705816,9/2/19 6:01,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,11354,31-31 138 STREET,Flushing,QUEENS,40.7695057,-73.83024393
43706946,9/2/19 6:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11236,AVENUE J,,BROOKLYN,40.63857771,-73.90413144
43702291,9/2/19 6:02,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11213,1501 LINCOLN PLACE,BROOKLYN,BROOKLYN,40.66951712,-73.92685131
43704072,9/2/19 6:03,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11377,51-59 47 STREET,Woodside,QUEENS,40.73354225,-73.91966191
43701989,9/2/19 6:03,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,11430,JFK AIRPORT,JAMAICA,QUEENS,40.64832049,-73.78828125
43701249,9/2/19 6:03,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11420,115 AVENUE,,QUEENS,40.6769993,-73.81964212
43703062,9/2/19 6:04,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11211,402 HOOPER STREET,BROOKLYN,BROOKLYN,40.71019416,-73.95204849
43703323,9/2/19 6:06,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10463,162 WEST KINGSBRIDGE ROAD,BRONX,BRONX,40.87029483,-73.90437227
43701128,9/2/19 6:07,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),11364,75-40 BELL BOULEVARD,Oakland Gardens,QUEENS,40.73737544,-73.756673
43705423,9/2/19 6:09,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11418,82-85 116 STREET,RICHMOND HILL,QUEENS,40.70661309,-73.83645272
43702528,9/2/19 6:09,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10456,1372 FRANKLIN AVENUE,BRONX,BRONX,40.83338918,-73.90071044
43703646,9/2/19 6:11,DSNY,BCC - Brooklyn North,Derelict Bicycle,14B Derelict Bicycle,11201,125 ASHLAND PLACE,BROOKLYN,BROOKLYN,40.69240791,-73.97900563
43702850,9/2/19 6:11,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11102,24-14 24 AVENUE,ASTORIA,QUEENS,40.77528985,-73.91966571
43706232,9/2/19 6:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11213,939 ST MARKS AVENUE,BROOKLYN,BROOKLYN,40.67468785,-73.94037552
43704938,9/2/19 6:16,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),11377,50-47 46 STREET,Woodside,QUEENS,40.73643822,-73.92003009
43705563,9/2/19 6:19,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11203,701 FENIMORE STREET,BROOKLYN,BROOKLYN,40.65941518,-73.93898351
43703786,9/2/19 6:20,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10034,213 NAGLE AVENUE,NEW YORK,MANHATTAN,40.86225027,-73.92291562
43703377,9/2/19 6:20,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10453,1503 POPHAM AVENUE,BRONX,BRONX,40.84796338,-73.92185144
43703098,9/2/19 6:22,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10128,2 AVENUE,,MANHATTAN,40.77855182,-73.95124824
43701619,9/2/19 6:22,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11213,943 ST MARKS AVENUE,BROOKLYN,BROOKLYN,40.67467955,-73.94023854
43705379,9/2/19 6:23,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11204,2131 71 STREET,BROOKLYN,BROOKLYN,40.61130894,-73.98637492
43704229,9/2/19 6:24,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,10309,45 PAGE AVENUE,STATEN ISLAND,STATEN ISLAND,40.5227827,-74.23491682
43703505,9/2/19 6:24,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11213,1342 BERGEN STREET,BROOKLYN,BROOKLYN,40.67555508,-73.94014762
43705609,9/2/19 6:25,DOT,Department of Transportation,Street Condition,Pothole,11412,197 STREET,Saint Albans,QUEENS,40.70133448,-73.7582652
43705590,9/2/19 6:26,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,317 LEFFERTS AVENUE,BROOKLYN,BROOKLYN,40.66236595,-73.95070599
43703653,9/2/19 6:26,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11201,218 MYRTLE AVENUE,BROOKLYN,BROOKLYN,40.69351148,-73.97997171
43701948,9/2/19 6:26,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10470,4421 MATILDA AVENUE,BRONX,BRONX,40.89967844,-73.85581852
43702651,9/2/19 6:31,NYPD,New York City Police Department,Blocked Driveway,No Access,11207,668 ASHFORD STREET,BROOKLYN,BROOKLYN,40.66547884,-73.88285094
43701615,9/2/19 6:32,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10040,450 AUDUBON AVENUE,NEW YORK,MANHATTAN,40.85284555,-73.9293463
43701538,9/2/19 6:33,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11226,155 MARTENSE STREET,BROOKLYN,BROOKLYN,40.65148422,-73.95390702
43702324,9/2/19 6:34,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,347 LINCOLN ROAD,BROOKLYN,BROOKLYN,40.66152912,-73.95148875
43702764,9/2/19 6:34,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11236,249 EAST   89 STREET,BROOKLYN,BROOKLYN,40.64812517,-73.91606382
43703498,9/2/19 6:36,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11233,213 MAC DOUGLA STREET,BROOKLYN,BROOKLYN,40.68008831,-73.91262011
43704733,9/2/19 6:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11223,909 AVENUE T,BROOKLYN,BROOKLYN,40.60049182,-73.96232553
43702237,9/2/19 6:37,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,11249,126 NORTH    4 STREET,BROOKLYN,BROOKLYN,40.71663101,-73.96026141
43702818,9/2/19 6:37,DOT,Department of Transportation,Street Condition,Cave-in,11412,113 AVENUE,,QUEENS,40.70065863,-73.75796109
43703871,9/2/19 6:37,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11213,189 BUFFALO AVENUE,BROOKLYN,BROOKLYN,40.67276037,-73.92516784
